SP_CODE;SP_NAME;MN_CODE;MN_NAME;DC_MN_C;DC_NAME;PR_CODE;PR_NAME
21508021;Tildin & Thapushe;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21508022;Twecu;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21508023;Tyata;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21508024;Tyip-Tyip;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21508025;Zimbaba;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509000;Mareledwana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509001;Bristol;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509002;Celetyuma;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509003;Cross Roads;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509004;Gcinisa;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509005;Komkulu;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509006;KwaHoyi;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509007;KwaMhlekwa;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509008;KwaNdaba;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509009;Leqeni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509010;Lower Gwalani;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509011;Mgwalana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509012;Tuku;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509013;Tuwa;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509014;Tyityaba;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509015;Wesley;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21509016;Wooldridge;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510000;Mhala;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510001;KwaHoza;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510002;KwaNdlambe;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510003;KwaPikoli;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510004;Lewiswood;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510005;Mabofolweni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510006;Mthonjeni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510007;Ndlambe;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510008;Nobumba;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510009;Sinqumeni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510010;Tembu;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21510011;Woodlands;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21511000;Mpheweni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512000;Msuthu;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512001;eMazizini;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512002;eQeto;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512003;eSigingqini;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512004;KwaMaxwayana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512005;Lower Qeto;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512006;Magaba;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512007;Mpeko;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21512008;Ngqowa;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21513001;Peddie;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514000;Njokweni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514001;Emabaleni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514002;KwaGwalani;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514003;Lujiko;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514004;Mtati;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514005;Newtondale;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21514006;Ntloko;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515000;Peddie Part 1;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515001;Benton;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515002;Benwell;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515003;Bingdala;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515004;Bodiam;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515005;Bongweni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515006;Dam-Dam;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515007;eCwala;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515008;Gibraltar Rock;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515009;Grag Head;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515010;Grassridge;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515011;Gwagwa Farm;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515012;Hamburg;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515013;Lovers Twist;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515014;Mahlubi;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515015;Makhahlana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515016;Mgababa;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515017;Nqwenerana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515018;Otterburn;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515020;Prudhoe;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515021;Ripplemead;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515022;Tharfield;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515023;Weltervrede;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21515024;Zweledinga;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516000;Tyefu;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516001;Boschplaats;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516002;eLalini;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516003;eLuqolweni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516004;eMxaxa;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516005;Glenmore;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516006;Gwabeni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516007;Hloseni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516008;Horton;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516009;KwaLibalele;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516010;KwaMagosha;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516011;KwaNcwane;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516012;KwaNdwanyana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516013;Magqubeni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516014;Makhuzeni;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516015;Qamnyana;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21516016;Rura;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21517000;Peddie Part 2;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21517019;Peddie;215;Ngqushwa;12;Amatole;2;EASTERN CAPE
21601000;Alice;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21601001;Hillcrest;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21601002;Ntselamanzi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21601003;University of Fort Hare;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602000;Amagqunukwebe;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602001;Debe Valley;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602002;Dhlawu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602003;Ecingweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602004;eDebemarela;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602005;eDrayini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602006;Efama;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602007;eMatsamraleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602008;eMgwanisheni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602009;Esgangeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602010;Esixekweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602011;Exesi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602012;Gaga;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602013;Gqadushe;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602014;Igudweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602015;Koloni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602016;KuDikidikana;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602017;KwaKulile;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602018;KwaSawu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602019;KwaSityi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602020;KwaTyutyuza;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602021;Lalini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602022;Lolini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602023;Lower Mnqaba Kulile;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602024;Macibini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602025;Maipase;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602026;Matyolweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602027;Mavuvumezini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602028;Mfiki;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602029;Mgxotyeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602030;Mnqaba James;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602031;Mnqaba Kulile;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602032;Msulungwa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602033;Mtombo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602034;Napier Park;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602035;Ncabasa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602036;Ndindwa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602037;Newtown;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602038;Ngcabasa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602039;Ngqolowa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602040;Ngwenya;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602041;Ntonga;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602042;Pewuleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602043;Qamdobowa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602044;Qibira;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602045;Qolo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602046;Red Hill;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602047;Saki;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602048;Singeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602049;Sweet Home;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602050;Tafeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602051;Thorn Park;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602052;Xukwane;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602053;Zalaza;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602054;Zigodlo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21602055;Zihlahleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21603000;Amagwala;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21603001;Elundini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604000;Amajingqi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604001;Bergplaas;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604002;Cimezile;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604003;Douglas Dale;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604004;Fernvilla;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604005;Komkulu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604006;KwaMlalandle;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604007;KwaNacelwane;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604008;KwaNdaba;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604009;KwaNgwevu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604010;KwaNobanda;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604011;KwaNtola;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604012;KwaWezo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604013;Lamyeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604014;Mdeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604015;Mpalheni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604016;Msobomvu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604017;Nduweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604018;Pefferkop;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604019;Skhutshwana;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604020;Teba;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21604021;Tyatyora;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605000;Amakhuze;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605001;Guquka;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605002;Jomlo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605003;Macibini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605004;Magxagxeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605005;Mangweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605006;Mpundu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605007;Nomadolo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21605008;Paleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21606000;Balfour;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21607001;Bellvale;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21608000;Bhofolo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21608001;Bhofolo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21608002;Tinis;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21609001;Lower Blinkwater;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21610001;Ekuphumuleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21611000;Fort Beaufort;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21611001;Dorrington;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21611002;Hillside;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21611003;Newtown;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612000;Gaga;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612001;eLalini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612002;eNgwabeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612003;eSigingqini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612004;Gaga;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612005;KwaMemela;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612006;Lenge;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612007;Mabeleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612008;Mavuso;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612009;Mgquba;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612010;Mxhelo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612011;Nonzwakazi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21612012;Roxeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613000;Gaika-Mbo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613001;Komkhulu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613002;Kwadish;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613003;KwaMqayisa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613004;KwaNgodloza;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613005;Macibini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613006;Mcamama;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613007;Mdeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613008;Mdlankomo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613009;Mkhobeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613010;Ndlovura;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613011;Ngwangwane;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613012;Siphingweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21613013;Zixinene;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21614000;Hogsback;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21615000;Imingcangathelo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21615001;Gqumashe;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21615002;Melani;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21615003;Mtwaku;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21615004;Ntselamanzi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21615005;Sinakanaka;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21616001;Rhwantsana;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21617001;Hertzog;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21618000;Middledrift;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21619001;Fairbairn;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21620001;Moreson;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21621000;Mpofu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21621001;Cathcartvale;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21621002;Katberg;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21621003;Readsdale;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21622000;Ngqika;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21622001;Thorn Park;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623000;Ngwalana;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623001;Cilidara;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623002;Falconer;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623003;Mabeleni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623004;Mxali;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623005;Ngele;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21623006;Outubeni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21624001;Cathcart;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21624002;Fort Beaufort;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21624003;Mpofu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21624004;Victoria East;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21625000;Seymour;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21626001;Tamboekievlei;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627000;Tyumie;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627001;Dyamala;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627002;Eligudwini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627003;Gcado;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627004;Hala;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627005;Hopefield;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627006;Jonini;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627007;Khayalethu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627008;Komkhulu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627009;KwaMnqayi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627010;Kwezana;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627011;Lower Hopefield;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627012;Mac Farlarn;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627013;Majwareni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627014;Mazotshweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627015;Ncera;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627016;Nothenga;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21627017;Woburn;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628000;Victoria East;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628001;Allandale;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628002;Bulura;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628003;Calderwood;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628004;Cathcartvale;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628005;Garfield;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628006;Khayamnandi;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628007;Klipfontein;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628008;Komkulu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628009;Kwezana;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628010;Lebanon;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628011;Llangollen;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628012;Lower Sheshegu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628013;Mjilo;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628014;Mooihoek;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628015;Mpozisa;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628016;Skolweni;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21628017;Tukulu;216;Nkonkobe;12;Amatole;2;EASTERN CAPE
21701000;Adelaide;217;Nxuba;12;Amatole;2;EASTERN CAPE
21701001;Bezuidenhoutville;217;Nxuba;12;Amatole;2;EASTERN CAPE
21702000;Bedford;217;Nxuba;12;Amatole;2;EASTERN CAPE
21702001;New Brighton;217;Nxuba;12;Amatole;2;EASTERN CAPE
21703000;Lingelethu;217;Nxuba;12;Amatole;2;EASTERN CAPE
21703001;Adelaide;217;Nxuba;12;Amatole;2;EASTERN CAPE
21703002;New Lingelethu;217;Nxuba;12;Amatole;2;EASTERN CAPE
21703003;Old Lingelethu;217;Nxuba;12;Amatole;2;EASTERN CAPE
21704001;Adelaide;217;Nxuba;12;Amatole;2;EASTERN CAPE
21704002;Bedford;217;Nxuba;12;Amatole;2;EASTERN CAPE
21705000;Sizakhele;217;Nxuba;12;Amatole;2;EASTERN CAPE
21705001;Ndlovi;217;Nxuba;12;Amatole;2;EASTERN CAPE
21705002;Phola Park;217;Nxuba;12;Amatole;2;EASTERN CAPE
21705003;Sizakhele;217;Nxuba;12;Amatole;2;EASTERN CAPE
21801000;Cradock;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21801001;Cradock;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21801002;Michausdal;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21802001;Cradock;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21802002;Middelburg;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21803000;KwaNonzame;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21803001;KwaNonzame;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21804000;Lingelihle;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21804001;Lingelihle;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21805000;Middelburg;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21805001;Midros;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21805002;Somerville;218;Inxuba Yethemba;13;Chris Hani District Municipality;2;EASTERN CAPE
21901001;Amavundle;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21901002;Baccle's Farm;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21901003;Kwezi;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21901004;Lilly Fountain Farm;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21901005;Phelandaba;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21901006;Tentergate;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21902000;Amavundle;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21902001;Hopefield;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21902002;Loudon;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21902003;Thorneycroft;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21902004;Thornhill;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21903001;Basoto;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21903002;Mitford;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21904000;Hofmeyer;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21904001;Twinsville;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21905001;Thornhill;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21906000;Tarka;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21906001;Ivanlew;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21907001;Hofmeyer;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21907002;Ntabethemba;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21907003;Queenstown;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21907004;Tarka;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
21908000;Zola;219;Tsolwana;13;Chris Hani District Municipality;2;EASTERN CAPE
22001001;Molteno;220;Inkwanca;13;Chris Hani District Municipality;2;EASTERN CAPE
22001002;Sterkstroom;220;Inkwanca;13;Chris Hani District Municipality;2;EASTERN CAPE
